"scientific_name","coordUncert","x","y","source"
"Sarcoscypha sp",4,30.5669538861,50.4119179006,"iNaturalist"
"Sarcoscypha sp",114,26.5847243651,48.6393595931,"iNaturalist"
"Sarcoscypha sp",15,30.4901814873,50.365308215,"iNaturalist"
"Sarcoscypha sp",13,24.16568858,48.02424409,"iNaturalist"
"Sarcoscypha sp",31,32.505566052,49.9921431679,"iNaturalist"
"Sarcoscypha sp",17,30.5238133333,50.3893,"iNaturalist"
"Sarcoscypha sp",15,30.229241273,50.3009122243,"iNaturalist"
"Sarcoscypha sp",18,35.19067,50.1357388333,"iNaturalist"
"Sarcoscypha sp",4,30.5671028674,50.4119622469,"iNaturalist"
"Sarcoscypha sp",4,25.553383585,50.7226140412,"iNaturalist"
"Sarcoscypha sp",81,24.2422616667,51.234955,"iNaturalist"
"Sarcoscypha sp",4,23.6437055556,48.3807527778,"iNaturalist"
"Sarcoscypha sp",4,23.6437277778,48.3807472222,"iNaturalist"
"Sarcoscypha sp",4,33.2024741266,51.2804702158,"iNaturalist"
"Sarcoscypha sp",1,25.91402,50.9092716667,"iNaturalist"
"Sarcoscypha sp",8,33.2170094568,51.3127572189,"iNaturalist"
"Sarcoscypha sp",15,31.4450939287,50.3747141723,"iNaturalist"
"Sarcoscypha sp",4,31.0759520222,49.9710771363,"iNaturalist"
"Sarcoscypha sp",15,24.7513865989,49.668292688,"iNaturalist"
"Sarcoscypha sp",31,24.7397361036,49.677108454,"iNaturalist"
"Sarcoscypha sp",15,30.510081787,50.3457147064,"iNaturalist"
"Sarcoscypha sp",2,28.3715013143,49.2289582718,"iNaturalist"
"Sarcoscypha sp",16,25.3109805556,48.8280555556,"iNaturalist"
"Sarcoscypha sp",12,25.3001777778,48.8346555556,"iNaturalist"
"Sarcoscypha sp",15,30.0904002865,49.3675954066,"iNaturalist"
"Sarcoscypha sp",15,31.8184558034,50.1550663357,"iNaturalist"
"Sarcoscypha sp",31,30.4796042325,50.4076011588,"iNaturalist"
"Sarcoscypha sp",15,30.8197851592,49.1196279794,"iNaturalist"
"Sarcoscypha sp",4,32.1808464919,49.6152759774,"iNaturalist"
"Sarcoscypha sp",4,32.1809671913,49.6152551232,"iNaturalist"
"Sarcoscypha sp",4,23.3563411401,48.1849164244,"iNaturalist"
"Sarcoscypha sp",113,26.8832052872,48.8504126345,"iNaturalist"
"Sarcoscypha sp",165,23.887604624,49.7801090688,"iNaturalist"
"Sarcoscypha sp",122,25.2244630862,49.9410622234,"iNaturalist"
"Sarcoscypha sp",65,25.7547268331,50.9706897449,"iNaturalist"
"Sarcoscypha sp",61,34.3544499149,44.751397958,"iNaturalist"
"Sarcoscypha sp",96,30.5213277787,50.3636432155,"iNaturalist"
"Sarcoscypha sp",61,30.5171920003,50.3643090542,"iNaturalist"
"Sarcoscypha sp",131,30.5221931029,50.3627762554,"iNaturalist"
"Sarcoscypha sp",64,30.5196579744,50.3640671545,"iNaturalist"
"Sarcoscypha sp",26,25.4292502351,50.842936243,"iNaturalist"
"Sarcoscypha sp",15,30.523660808,50.3609729701,"iNaturalist"
"Sarcoscypha sp",85,33.6747077107,44.4687704708,"iNaturalist"
"Sarcoscypha sp",9,29.06134644,51.09014377,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
"Sarcoscypha sp",134,30.5207409323,50.3639408574,"iNaturalist"
"Sarcoscypha sp",11,22.7728876435,48.1392040458,"iNaturalist"
"Sarcoscypha sp",79,30.5194130167,50.3634130834,"iNaturalist"
"Sarcoscypha sp",102,26.1951828003,49.2141799555,"iNaturalist"
"Sarcoscypha sp",10,24.02794594,49.57661977,"iNaturalist"
"Sarcoscypha sp",11,24.11038963,47.93917229,"iNaturalist"
"Sarcoscypha sp",169,25.706336461,51.727865279,"iNaturalist"
"Sarcoscypha sp",15,30.4946221182,50.3435443993,"iNaturalist"
"Sarcoscypha sp",131,30.5143712213,50.3638805687,"iNaturalist"
"Sarcoscypha sp",56,30.4991221852,50.374232041,"iNaturalist"
"Sarcoscypha sp",2,30.566998,50.411953,"iNaturalist"
"Sarcoscypha sp",2,30.566965,50.411941,"iNaturalist"
"Sarcoscypha sp",4,30.2190575,50.38612856,"iNaturalist"
"Sarcoscypha sp",8,23.089045,48.0313933333,"iNaturalist"
"Sarcoscypha sp",7,30.50528,50.3853016667,"iNaturalist"
"Sarcoscypha sp",61,30.515103685,50.3645133629,"iNaturalist"
"Sarcoscypha sp",15,30.2477194385,48.9892675808,"iNaturalist"
"Sarcoscypha sp",15,30.5281167009,50.3626842534,"iNaturalist"
"Sarcoscypha sp",31,24.0503280259,48.0538948528,"iNaturalist"
"Sarcoscypha sp",4,26.5994917101,50.2426571438,"iNaturalist"
"Sarcoscypha sp",4,26.5988930269,50.2428789727,"iNaturalist"
"Sarcoscypha sp",2,31.9353133155,49.197057407,"iNaturalist"
"Sarcoscypha sp",31,31.0789962121,49.9690054909,"iNaturalist"
"Sarcoscypha sp",94,30.513685236,50.3649867056,"iNaturalist"
"Sarcoscypha sp",94,30.513685236,50.3649867056,"iNaturalist"
"Sarcoscypha sp",31,29.1020638507,49.8953415397,"iNaturalist"
"Sarcoscypha sp",2,29.2615333333,51.1356783333,"iNaturalist"
"Sarcoscypha sp",7,29.1353283333,51.1793733333,"iNaturalist"
"Sarcoscypha sp",9,23.88185842,49.15020639,"iNaturalist"
"Sarcoscypha sp",4,25.61702,51.64965,"iNaturalist"
"Sarcoscypha sp",15,30.5692451451,50.4137278365,"iNaturalist"
"Sarcoscypha sp",67,24.35415693,47.95556568,"iNaturalist"
"Sarcoscypha sp",15,30.5036444357,50.3400475835,"iNaturalist"
"Sarcoscypha sp",2,30.566945,50.411892,"iNaturalist"
"Sarcoscypha sp",2,30.5669267678,50.4118807008,"iNaturalist"
"Sarcoscypha sp",2,30.5669275432,50.4118469822,"iNaturalist"
"Sarcoscypha sp",122,30.516124214,50.3646692576,"iNaturalist"
"Sarcoscypha sp",4,30.5139122009,50.3597984314,"iNaturalist"
"Sarcoscypha sp",4,33.4317888469,50.3815782648,"iNaturalist"
"Sarcoscypha sp",120,24.4917882979,50.8042585344,"iNaturalist"
"Sarcoscypha sp",1,22.42798,48.4660116667,"iNaturalist"
"Sarcoscypha sp",5,22.855905,48.3346166667,"iNaturalist"
"Sarcoscypha sp",9,22.86072219,48.33597085,"iNaturalist"
"Sarcoscypha sp",32,22.3729216667,48.6489616667,"iNaturalist"
"Sarcoscypha sp",1,22.795045,48.2268633333,"iNaturalist"
"Sarcoscypha sp",4,28.4230466667,49.2553716667,"iNaturalist"
"Sarcoscypha sp",165,31.2847129628,51.2607995278,"iNaturalist"
"Sarcoscypha sp",4,34.5906533333,49.8085466667,"iNaturalist"
"Sarcoscypha sp",80,25.7154713944,51.8299240883,"iNaturalist"
"Sarcoscypha sp",61,30.5161900561,50.3639873905,"iNaturalist"
"Sarcoscypha sp",4,24.0218333333,49.6215833333,"iNaturalist"
"Sarcoscypha sp",4,32.2779216667,49.1189695,"iNaturalist"
"Sarcoscypha sp",5,23.6378916667,48.3872972222,"iNaturalist"
"Sarcoscypha sp",4,28.09775,49.9054666667,"iNaturalist"
"Sarcoscypha sp",5,30.23702989,50.42569657,"iNaturalist"
"Sarcoscypha sp",8,27.0391725044,49.4496783165,"iNaturalist"
"Sarcoscypha sp",8,27.0282314066,49.4598468533,"iNaturalist"
"Sarcoscypha sp",73,24.4007980451,50.8220750906,"iNaturalist"
"Sarcoscypha sp",189,31.5344524384,49.7227434725,"iNaturalist"
"Sarcoscypha sp",4,26.00604312,50.72119715,"iNaturalist"
"Sarcoscypha sp",122,26.0068888833,50.72103,"iNaturalist"
"Sarcoscypha sp",5,26.23895921,50.72027005,"iNaturalist"
"Sarcoscypha sp",7,25.547605,49.5010833333,"iNaturalist"
"Sarcoscypha sp",31,35.1661045833,49.7688241125,"iNaturalist"
"Sarcoscypha sp",4,31.7771463139,50.4772572836,"iNaturalist"
"Sarcoscypha sp",10,31.785605,50.4915666667,"iNaturalist"
"Sarcoscypha sp",4,28.52922,50.2469416667,"iNaturalist"
"Sarcoscypha sp",15,34.6373032215,49.6511747552,"iNaturalist"
"Sarcoscypha sp",2,22.7701128647,48.7985519925,"iNaturalist"
"Sarcoscypha sp",3,22.7701978572,48.798510544,"iNaturalist"
"Sarcoscypha sp",28,30.4999019009,50.3723050196,"iNaturalist"
"Sarcoscypha sp",5,30.4998567165,50.3722731243,"iNaturalist"
"Sarcoscypha sp",7,30.4999692296,50.3723374283,"iNaturalist"
"Sarcoscypha sp",2,30.4999554796,50.3723282565,"iNaturalist"
"Sarcoscypha sp",7,30.4999515158,50.372430596,"iNaturalist"
"Sarcoscypha sp",150,29.6034164384,50.433562833,"iNaturalist"
"Sarcoscypha sp",15,31.2577058387,50.0463556784,"iNaturalist"
"Sarcoscypha sp",64,23.1566121744,48.7119354353,"iNaturalist"
"Sarcoscypha sp",3,30.59067,50.0125,"iNaturalist"
"Sarcoscypha sp",5,30.5669076947,50.4118556368,"iNaturalist"
"Sarcoscypha sp",15,23.4868675587,49.0482429881,"iNaturalist"
"Sarcoscypha sp",20,23.720035,49.500017,"GBIF"
"Sarcoscypha sp",4,23.366647,48.185348,"GBIF"
"Sarcoscypha sp",15,30.523661,50.360973,"GBIF"
"Sarcoscypha sp",39,23.079329,48.4086,"GBIF"
"Sarcoscypha sp",2,28.371501,49.228958,"GBIF"
"Sarcoscypha sp",15,30.510082,50.345715,"GBIF"
"Sarcoscypha sp",16,25.310981,48.828056,"GBIF"
"Sarcoscypha sp",12,25.300178,48.834656,"GBIF"
"Sarcoscypha sp",4,23.356341,48.184916,"GBIF"
"Sarcoscypha sp",15,30.0904,49.367595,"GBIF"
"Sarcoscypha sp",15,30.819785,49.119628,"GBIF"
"Sarcoscypha sp",31,30.479604,50.407601,"GBIF"
"Sarcoscypha sp",4,32.180846,49.615276,"GBIF"
"Sarcoscypha sp",4,32.180967,49.615255,"GBIF"
"Sarcoscypha sp",36,24.023691,49.822683,"GBIF"
"Sarcoscypha sp",15,31.445094,50.374714,"GBIF"
"Sarcoscypha sp",15,30.490181,50.365308,"GBIF"
"Sarcoscypha sp",15,24.751387,49.668293,"GBIF"
"Sarcoscypha sp",31,24.739736,49.677108,"GBIF"
"Sarcoscypha sp",15,31.818456,50.155066,"GBIF"
"Sarcoscypha sp",4,30.566954,50.411918,"GBIF"
"Sarcoscypha sp",61,36.01506,49.740172,"GBIF"
"Sarcoscypha sp",30,25.966543,51.678621,"GBIF"
"Sarcoscypha sp",15,30.504815,50.345662,"GBIF"
"Sarcoscypha sp",13,25.972774,51.68084,"GBIF"
"Sarcoscypha sp",9,30.565906,50.414459,"GBIF"
"Sarcoscypha sp",4,26.599494,50.242969,"GBIF"
"Sarcoscypha sp",148,25.960017,51.650974,"GBIF"
"Sarcoscypha sp",2,30.53338,50.36399,"GBIF"
"Sarcoscypha sp",9,30.536036,50.361481,"GBIF"
"Sarcoscypha sp",4,32.230247,49.114497,"GBIF"
"Sarcoscypha sp",7,30.49857,50.374947,"GBIF"
"Sarcoscypha sp",61,35.031851,44.985642,"GBIF"
"Sarcoscypha sp",16,22.425195,48.681387,"GBIF"
"Sarcoscypha sp",31,34.962252,44.970427,"GBIF"
"Sarcoscypha sp",15,30.344539,50.411679,"GBIF"
"Sarcoscypha sp",21,30.469317,50.34222,"GBIF"
"Sarcoscypha sp",31,27.689264,50.154148,"GBIF"
"Sarcoscypha sp",15,31.488614,49.722315,"GBIF"
"Sarcoscypha sp",16,36.323803,49.607058,"GBIF"
"Sarcoscypha sp",31,33.164845,50.880751,"GBIF"
"Sarcoscypha sp",14,34.346957,44.760819,"GBIF"
"Sarcoscypha sp",8,23.753533,49.899807,"GBIF"
"Sarcoscypha sp",31,23.753572,49.899835,"GBIF"
"Sarcoscypha sp",11,33.832045,44.63253,"GBIF"
"Sarcoscypha sp",122,32.590267,50.213989,"GBIF"
"Sarcoscypha sp",4,34.322569,44.629071,"GBIF"
"Sarcoscypha sp",31,30.498993,50.256404,"GBIF"
"Sarcoscypha sp",15,30.496046,50.343791,"GBIF"
"Sarcoscypha sp",24,36.323472,49.607303,"GBIF"
"Sarcoscypha sp",32,36.321922,49.604497,"GBIF"
"Sarcoscypha sp",24,36.305592,49.601375,"GBIF"
"Sarcoscypha sp",64,36.3229,49.608467,"GBIF"
"Sarcoscypha sp",65,23.931577,49.902404,"GBIF"
"Sarcoscypha sp",31,31.255304,50.043066,"GBIF"
"Sarcoscypha sp",15,30.511712,50.346039,"GBIF"
"Sarcoscypha sp",15,33.828913,44.651248,"GBIF"
"Sarcoscypha sp",6,24.554298,48.647062,"GBIF"
"Sarcoscypha sp",61,35.087539,44.935343,"GBIF"
"Sarcoscypha sp",61,30.353736,48.929596,"GBIF"
"Sarcoscypha sp",31,33.827267,44.650449,"GBIF"
"Sarcoscypha sp",4,30.355886,48.932812,"GBIF"
"Sarcoscypha sp",122,36.132981,49.923653,"GBIF"
"Sarcoscypha sp",4,24.041672,49.821758,"GBIF"
"Sarcoscypha sp",61,35.050113,44.915806,"GBIF"
"Sarcoscypha sp",8,27.738466,50.099699,"GBIF"
"Sarcoscypha sp",8,31.517269,49.72534,"GBIF"
"Sarcoscypha sp",100,34.90319,44.941364,"GBIF"
"Sarcoscypha sp",85,30.518886,50.333194,"GBIF"
"Sarcoscypha sp",4,26.546906,50.310776,"GBIF"
"Sarcoscypha sp",61,36.240089,49.508237,"GBIF"
"Sarcoscypha sp",31,31.217416,50.690512,"GBIF"
"Sarcoscypha sp",196,29.385645,50.085406,"GBIF"
"Sarcoscypha sp",122,36.132981,49.923653,"GBIF"
"Sarcoscypha sp",6,32.638662,50.08642,"GBIF"
"Sarcoscypha sp",15,31.01675,49.988864,"GBIF"
"Sarcoscypha sp",53,30.29498,50.292779,"GBIF"
"Sarcoscypha sp",2,30.461087,50.349031,"GBIF"
"Sarcoscypha sp",71,33.924742,44.739689,"GBIF"
"Sarcoscypha sp",4,33.425179,50.382208,"GBIF"
"Sarcoscypha sp",8,30.467758,50.344472,"GBIF"
"Sarcoscypha sp",15,25.948355,50.763866,"GBIF"
"Sarcoscypha sp",31,35.038037,44.882943,"GBIF"
"Sarcoscypha sp",8,35.104906,45.014755,"GBIF"
"Sarcoscypha sp",165,32.490413,50.327512,"GBIF"
"Sarcoscypha sp",2,30.501639,50.380579,"GBIF"
"Sarcoscypha sp",8,30.468893,50.346767,"GBIF"
"Sarcoscypha sp",31,30.231624,48.9512,"GBIF"
"Sarcoscypha sp",30,33.164845,50.880751,"GBIF"
"Sarcoscypha sp",15,25.935231,50.768958,"GBIF"
"Sarcoscypha sp",15,33.843999,44.454685,"GBIF"
"Sarcoscypha sp",24,30.51889,50.360836,"GBIF"
"Sarcoscypha sp",31,27.674194,50.087411,"GBIF"
"Sarcoscypha sp",5,27.815546,49.583648,"GBIF"
"Sarcoscypha sp",61,35.070037,44.949296,"GBIF"
"Sarcoscypha sp",61,34.28985,44.657949,"GBIF"
"Sarcoscypha sp",4,26.546803,50.31081,"GBIF"
"Sarcoscypha sp",4,26.54494,50.309632,"GBIF"
"Sarcoscypha sp",33,30.536335,48.320988,"GBIF"
"Sarcoscypha sp",26,35.520695,48.719947,"GBIF"
"Sarcoscypha sp",100,32.495898,50.334354,"GBIF"
"Sarcoscypha sp",11,25.960998,50.761882,"GBIF"
"Sarcoscypha sp",6,32.253653,49.161226,"GBIF"
"Sarcoscypha sp",80,34.601636,47.656521,"GBIF"
"Sarcoscypha sp",5,30.499163,50.380037,"GBIF"
"Sarcoscypha sp",2,30.499211,50.351621,"GBIF"
"Sarcoscypha sp",8,35.104219,45.014561,"GBIF"
"Sarcoscypha sp",19,32.254688,49.160553,"GBIF"
"Sarcoscypha sp",94,31.073584,49.965866,"GBIF"
"Sarcoscypha sp",61,26.207848,49.205196,"GBIF"
"Sarcoscypha sp",5,30.655835,50.488112,"GBIF"
"Sarcoscypha sp",31,30.521108,50.361502,"GBIF"
"Sarcoscypha sp",47,33.665829,44.470795,"GBIF"
"Sarcoscypha sp",31,30.517596,50.363286,"GBIF"
"Sarcoscypha sp",2,30.580683,50.444204,"GBIF"
"Sarcoscypha sp",32,31.204758,49.31848,"GBIF"
"Sarcoscypha sp",15,25.952348,50.763407,"GBIF"
"Sarcoscypha sp",15,31.060214,49.96371,"GBIF"
"Sarcoscypha sp",15,25.954466,50.763045,"GBIF"
"Sarcoscypha sp",122,36.132981,49.923653,"GBIF"
"Sarcoscypha sp",4,26.54638,50.311117,"GBIF"
"Sarcoscypha sp",5,30.498078,50.384473,"GBIF"
"Sarcoscypha sp",4,33.431829,50.381272,"GBIF"
"Sarcoscypha sp",2,30.490458,50.341744,"GBIF"
"Sarcoscypha sp",31,32.249077,49.164434,"GBIF"
"Sarcoscypha sp",15,30.209953,50.337467,"GBIF"
"Sarcoscypha sp",31,34.794708,44.92643,"GBIF"
"Sarcoscypha sp",5,30.505455,50.385141,"GBIF"
"Sarcoscypha sp",57,33.846592,44.550637,"GBIF"
"Sarcoscypha sp",31,34.369629,44.726673,"GBIF"
"Sarcoscypha sp",9,30.549913,50.308032,"GBIF"
"Sarcoscypha sp",140,31.884617,50.990898,"GBIF"
"Sarcoscypha sp",8,30.248556,49.010573,"GBIF"
"Sarcoscypha sp",61,30.882466,51.130291,"GBIF"
"Sarcoscypha sp",3,23.519562,49.020439,"GBIF"
"Sarcoscypha sp",14,27.456182,49.267948,"GBIF"
"Sarcoscypha sp",8,22.319242,48.652022,"GBIF"
"Sarcoscypha sp",8,35.105594,45.014334,"GBIF"
"Sarcoscypha sp",8,31.535794,49.723712,"GBIF"
"Sarcoscypha sp",8,31.534299,49.723601,"GBIF"
"Sarcoscypha sp",11,25.953436,50.763136,"GBIF"
"Sarcoscypha sp",5,30.497539,50.384417,"GBIF"
"Sarcoscypha sp",15,30.515847,50.378786,"GBIF"
"Sarcoscypha sp",4,24.06905,49.846112,"GBIF"
"Sarcoscypha sp",122,32.259889,50.817872,"GBIF"
"Sarcoscypha sp",4,36.830378,50.305572,"GBIF"
"Sarcoscypha sp",61,27.713916,50.13053,"GBIF"
"Sarcoscypha sp",30,31.063023,51.074845,"GBIF"
"Sarcoscypha sp",31,32.248379,49.161383,"GBIF"
"Sarcoscypha sp",31,31.407141,49.930906,"GBIF"
"Sarcoscypha sp",5,23.988525,50.153645,"GBIF"
"Sarcoscypha sp",15,31.13813,50.607598,"GBIF"
"Sarcoscypha sp",61,35.089959,44.912006,"GBIF"
"Sarcoscypha sp",15,30.503902,50.339855,"GBIF"
"Sarcoscypha sp",15,36.324084,49.618029,"GBIF"
"Sarcoscypha sp",61,35.046118,50.948972,"GBIF"
"Sarcoscypha sp",61,36.306575,49.609288,"GBIF"
"Sarcoscypha sp",61,35.176755,50.107479,"GBIF"
"Sarcoscypha sp",48,32.624649,51.554469,"GBIF"
"Sarcoscypha sp",10,35.176553,50.103739,"GBIF"
"Sarcoscypha sp",5,30.493772,50.384224,"GBIF"
"Sarcoscypha sp",2,25.109528,49.945235,"GBIF"
"Sarcoscypha sp",2,30.467042,50.346241,"GBIF"
"Sarcoscypha sp",2,30.461052,50.349072,"GBIF"
"Sarcoscypha sp",3,31.297194,51.520794,"GBIF"
"Sarcoscypha sp",31,32.249814,49.164896,"GBIF"
"Sarcoscypha sp",26,26.788451,48.685327,"GBIF"
"Sarcoscypha sp",84,30.523575,50.389351,"GBIF"
"Sarcoscypha sp",169,30.521017,50.390965,"GBIF"
"Sarcoscypha sp",66,36.016298,49.854529,"GBIF"
"Sarcoscypha sp",2,25.173872,49.872492,"GBIF"
"Sarcoscypha sp",10,36.317874,49.60071,"GBIF"
"Sarcoscypha sp",10,36.324863,49.611985,"GBIF"
"Sarcoscypha sp",10,36.26603,50.083552,"GBIF"
"Sarcoscypha sp",10,36.313636,49.597163,"GBIF"
"Sarcoscypha sp",10,36.31982,49.596985,"GBIF"
"Sarcoscypha sp",10,36.31801,49.597214,"GBIF"
"Sarcoscypha sp",10,36.32751,49.606696,"GBIF"
"Sarcoscypha sp",10,36.317725,49.597193,"GBIF"
"Sarcoscypha sp",10,36.71175,49.90866,"GBIF"
"Sarcoscypha sp",97,34.809372,45.022993,"GBIF"
"Sarcoscypha sp",122,35.193843,45.018975,"GBIF"
"Sarcoscypha sp",31,35.033693,44.92181,"GBIF"
"Sarcoscypha sp",1,25.175984,49.873954,"GBIF"
"Sarcoscypha sp",4,24.369812,50.970577,"GBIF"
"Sarcoscypha sp",61,24.370522,50.986432,"GBIF"
"Sarcoscypha sp",31,30.498057,50.371027,"GBIF"
"Sarcoscypha sp",10,30.50926,50.376591,"GBIF"
"Sarcoscypha sp",10,30.509937,50.376736,"GBIF"
"Sarcoscypha sp",31,30.014962,51.508008,"GBIF"
"Sarcoscypha sp",200,30.42122,48.931722,"GBIF"
"Sarcoscypha sp",4,30.465915,50.348276,"GBIF"
"Sarcoscypha sp",122,34.322594,44.623142,"GBIF"
"Sarcoscypha sp",8,30.506703,50.345541,"GBIF"
"Sarcoscypha sp",200,33.828489,44.650854,"GBIF"
"Sarcoscypha sp",30,33.660523,44.639381,"GBIF"
"Sarcoscypha sp",8,35.048471,44.915073,"GBIF"
"Sarcoscypha sp",15,35.050049,44.915795,"GBIF"
"Sarcoscypha sp",10,36.324863,49.611985,"GBIF"
"Sarcoscypha sp",10,36.31982,49.596985,"GBIF"
"Sarcoscypha sp",10,35.04395,50.948882,"GBIF"
"Sarcoscypha sp",10,36.26603,50.083552,"GBIF"
"Sarcoscypha sp",10,36.333244,49.601039,"GBIF"
"Sarcoscypha sp",10,36.71175,49.90866,"GBIF"
"Sarcoscypha sp",10,36.31801,49.597214,"GBIF"
"Sarcoscypha sp",10,36.317874,49.60071,"GBIF"
"Sarcoscypha sp",10,36.317725,49.597193,"GBIF"
"Sarcoscypha sp",10,36.32751,49.606696,"GBIF"
"Sarcoscypha sp",10,36.31839,49.604623,"GBIF"
"Sarcoscypha sp",10,36.723089,49.905769,"GBIF"
"Sarcoscypha sp",10,36.315051,49.597696,"GBIF"
"Sarcoscypha sp",10,36.315676,49.600775,"GBIF"
"Sarcoscypha sp",10,36.314129,49.604623,"GBIF"
"Sarcoscypha sp",10,36.30725,49.591889,"GBIF"
"Sarcoscypha sp",100,36.32615,49.582,"GBIF"
"Sarcoscypha sp",10,36.312375,49.597781,"GBIF"
"Sarcoscypha sp",10,35.176553,50.103739,"GBIF"
"Sarcoscypha sp",100,36.240604,49.508261,"GBIF"
"Sarcoscypha sp",10,36.334839,49.616861,"GBIF"
"Sarcoscypha sp",10,36.314129,49.604623,"GBIF"
"Sarcoscypha sp",10,36.307136,49.591893,"GBIF"
"Sarcoscypha sp",200,36.33033,49.54935,"GBIF"
"Sarcoscypha sp",10,36.312316,49.59789,"GBIF"
"Sarcoscypha sp",100,36.330963,49.61545,"GBIF"
"Sarcoscypha sp",100,36.32558,49.55961,"GBIF"
"Sarcoscypha sp",7,36.26605833,50.08362667,"PlutoF"
"Sarcoscypha sp",10,36.72308889,49.90576944,"PlutoF"
"Sarcoscypha sp",10,36.33483889,49.61686111,"PlutoF"
"Sarcoscypha sp",10,35.176553,50.103739,"PlutoF"
"Sarcoscypha sp",10,36.314129,49.604623,"PlutoF"
"Sarcoscypha sp",10,36.31839,49.604623,"PlutoF"
"Sarcoscypha sp",10,36.312316,49.59789,"PlutoF"
"Sarcoscypha sp",10,36.307136,49.591893,"PlutoF"
"Sarcoscypha sp",10,36.30725,49.591889,"PlutoF"
"Sarcoscypha sp",10,36.312375,49.597781,"PlutoF"
"Sarcoscypha sp",10,36.315051,49.597696,"PlutoF"
"Sarcoscypha sp",10,36.314129,49.604623,"PlutoF"
"Sarcoscypha sp",10,36.315676,49.600775,"PlutoF"
"Sarcoscypha sp",10,36.31787358,49.60071,"PlutoF"
"Sarcoscypha sp",10,36.31772458,49.59719312,"PlutoF"
"Sarcoscypha sp",10,36.31801,49.59721438,"PlutoF"
"Sarcoscypha sp",10,36.31981999,49.59698529,"PlutoF"
"Sarcoscypha sp",10,36.324863,49.611985,"PlutoF"
"Sarcoscypha sp",10,36.32751032,49.60669625,"PlutoF"
"Sarcoscypha sp",10,36.333244,49.60103868,"PlutoF"
"Sarcoscypha sp",10,36.71175,49.90866,"PlutoF"
"Sarcoscypha sp",10,35.04395,50.948882,"PlutoF"
"Sarcoscypha sp",10,36.26603,50.083552,"PlutoF"
"Sarcoscypha sp",100,36.240604,49.508261,"PlutoF"
"Sarcoscypha sp",100,36.32558,49.55961,"PlutoF"
"Sarcoscypha sp",100,36.330963,49.61545,"PlutoF"
"Sarcoscypha sp",200,36.33033,49.54935,"PlutoF"
"Sarcoscypha sp",100,36.32615,49.582,"PlutoF"
"Sarcoscypha sp",66,36.01629763,49.85452875,"PlutoF"
"Sarcoscypha sp",10,36.71175,49.90866,"PlutoF"
"Sarcoscypha sp",10,36.26603,50.083552,"PlutoF"
"Sarcoscypha sp",10,36.324863,49.611985,"PlutoF"
"Sarcoscypha sp",10,36.32751032,49.60669625,"PlutoF"
"Sarcoscypha sp",10,36.31787358,49.60071,"PlutoF"
"Sarcoscypha sp",10,36.31772458,49.59719312,"PlutoF"
"Sarcoscypha sp",10,36.31801,49.59721438,"PlutoF"
"Sarcoscypha sp",10,36.31981999,49.59698529,"PlutoF"
"Sarcoscypha sp",10,36.31363627,49.59716305,"PlutoF"
